प्राति	लिङ्ग्	धातु	गण	उपग्	लक्	पुरु	वच्	__वाक्यम्__
सुहृत्	पुं	क्री	क्र्य्	पर	लङ्	प्रथ्	बहु	सुहृदः अक्रीणन्
सुहृत्	पुं	क्री	क्र्य्	पर	विधि	प्रथ्	एक	सुहृत् क्रीणीयात्
सुहृत्	पुं	क्री	क्र्य्	पर	विधि	प्रथ्	द्वि	सुहृदौ क्रीणीयाताम्
सुहृत्	पुं	क्री	क्र्य्	पर	विधि	प्रथ्	बहु	सुहृदः क्रीणीयुः
सुहृत्	पुं	क्री	क्र्य्	पर	लृट्	प्रथ्	एक	सुहृत् क्रेष्यति
सुहृत्	पुं	क्री	क्र्य्	पर	लृट्	प्रथ्	द्वि	सुहृदौ क्रेष्यतः
सुहृत्	पुं	क्री	क्र्य्	पर	लृट्	प्रथ्	बहु	सुहृदः क्रेष्यन्ति
सुहृत्	पुं	क्री	क्र्य्	पर	लुट्	प्रथ्	एक	सुहृत् क्रेता
सुहृत्	पुं	क्री	क्र्य्	पर	लुट्	प्रथ्	द्वि	सुहृदौ क्रेतारौ
सुहृत्	पुं	क्री	क्र्य्	पर	लुट्	प्रथ्	बहु	सुहृदः क्रेतारः
सुहृत्	पुं	क्री	क्र्य्	पर	आशीर्	प्रथ्	एक	सुहृत् क्रीयात्
सुहृत्	पुं	क्री	क्र्य्	पर	आशीर्	प्रथ्	द्वि	सुहृदौ क्रीयास्ताम्
सुहृत्	पुं	क्री	क्र्य्	पर	आशीर्	प्रथ्	बहु	सुहृदः क्रीयासुः
सुहृत्	पुं	क्री	क्र्य्	पर	लृङ्	प्रथ्	एक	सुहृत् अक्रेष्यत्
सुहृत्	पुं	क्री	क्र्य्	पर	लृङ्	प्रथ्	द्वि	सुहृदौ अक्रेष्यताम्
सुहृत्	पुं	क्री	क्र्य्	पर	लृङ्	प्रथ्	बहु	सुहृदः अक्रेष्यन्
सुहृत्	पुं	क्री	क्र्य्	पर	लिट्	प्रथ्	एक	सुहृत् चिक्राय
सुहृत्	पुं	क्री	क्र्य्	पर	लिट्	प्रथ्	द्वि	सुहृदौ चिक्रियतुः
सुहृत्	पुं	क्री	क्र्य्	पर	लिट्	प्रथ्	बहु	सुहृदः चिक्रियुः
सुहृत्	पुं	क्री	क्र्य्	पर	लुङ्	प्रथ्	एक	सुहृत् अक्रैषीत्
सुहृत्	पुं	क्री	क्र्य्	पर	लुङ्	प्रथ्	द्वि	सुहृदौ अक्रैष्टाम्
सुहृत्	पुं	क्री	क्र्य्	पर	लुङ्	प्रथ्	बहु	सुहृदः अक्रैषुः
सुहृत्	पुं	कथ्	चुर्	पर	लट्	प्रथ्	एक	सुहृत् कथयति
सुहृत्	पुं	कथ्	चुर्	पर	लट्	प्रथ्	द्वि	सुहृदौ कथयतः
सुहृत्	पुं	कथ्	चुर्	पर	लट्	प्रथ्	बहु	सुहृदः कथयन्ति
सुहृत्	पुं	कथ्	चुर्	पर	लोट्	प्रथ्	एक	सुहृत् कथयतु
सुहृत्	पुं	कथ्	चुर्	पर	लोट्	प्रथ्	द्वि	सुहृदौ कथयताम्
सुहृत्	पुं	कथ्	चुर्	पर	लोट्	प्रथ्	बहु	सुहृदः कथयन्तु
सुहृत्	पुं	कथ्	चुर्	पर	लङ्	प्रथ्	एक	सुहृत् अकथयत्
सुहृत्	पुं	कथ्	चुर्	पर	लङ्	प्रथ्	द्वि	सुहृदौ अकथयताम्
सुहृत्	पुं	कथ्	चुर्	पर	लङ्	प्रथ्	बहु	सुहृदः अकथयन्
सुहृत्	पुं	कथ्	चुर्	पर	विधि	प्रथ्	एक	सुहृत् कथयेत्
सुहृत्	पुं	कथ्	चुर्	पर	विधि	प्रथ्	द्वि	सुहृदौ कथयेताम्
सुहृत्	पुं	कथ्	चुर्	पर	विधि	प्रथ्	बहु	सुहृदः कथयेयुः
सुहृत्	पुं	कथ्	चुर्	पर	लृट्	प्रथ्	एक	सुहृत् कथयिष्यति
सुहृत्	पुं	कथ्	चुर्	पर	लृट्	प्रथ्	द्वि	सुहृदौ कथयिष्यतः
सुहृत्	पुं	कथ्	चुर्	पर	लृट्	प्रथ्	बहु	सुहृदः कथयिष्यन्ति
सुहृत्	पुं	कथ्	चुर्	पर	लुट्	प्रथ्	एक	सुहृत् कथयिता
सुहृत्	पुं	कथ्	चुर्	पर	लुट्	प्रथ्	द्वि	सुहृदौ कथयितारौ
सुहृत्	पुं	कथ्	चुर्	पर	लुट्	प्रथ्	बहु	सुहृदः कथयितारः
सुहृत्	पुं	कथ्	चुर्	पर	आशीर्	प्रथ्	एक	सुहृत् कथ्यात्
सुहृत्	पुं	कथ्	चुर्	पर	आशीर्	प्रथ्	द्वि	सुहृदौ कथ्यास्ताम्
सुहृत्	पुं	कथ्	चुर्	पर	आशीर्	प्रथ्	बहु	सुहृदः कथ्यासुः
सुहृत्	पुं	कथ्	चुर्	पर	लृङ्	प्रथ्	एक	सुहृत् अकथयिष्यत्
सुहृत्	पुं	कथ्	चुर्	पर	लृङ्	प्रथ्	द्वि	सुहृदौ अकथयिष्यताम्
सुहृत्	पुं	कथ्	चुर्	पर	लृङ्	प्रथ्	बहु	सुहृदः अकथयिष्यन्
सुहृत्	पुं	कथ्	चुर्	पर	लिट्	प्रथ्	एक	सुहृत् कथयाञ्चकार
सुहृत्	पुं	कथ्	चुर्	पर	लिट्	प्रथ्	द्वि	सुहृदौ कथयाञ्चक्रतुः
सुहृत्	पुं	कथ्	चुर्	पर	लिट्	प्रथ्	बहु	सुहृदः कथयाञ्चक्रुः
सुहृत्	पुं	कथ्	चुर्	पर	लुङ्	प्रथ्	एक	सुहृत् अचकथत्
सुहृत्	पुं	कथ्	चुर्	पर	लुङ्	प्रथ्	द्वि	सुहृदौ अचकथताम्
सुहृत्	पुं	कथ्	चुर्	पर	लुङ्	प्रथ्	बहु	सुहृदः अचकथन्
बुध्	पुं	पठ्	भ्व्	पर	लट्	प्रथ्	एक	भुत् पठति
बुध्	पुं	पठ्	भ्व्	पर	लट्	प्रथ्	द्वि	बुधौ पठतः
बुध्	पुं	पठ्	भ्व्	पर	लट्	प्रथ्	बहु	बुधः पठन्ति
बुध्	पुं	पठ्	भ्व्	पर	लोट्	प्रथ्	एक	भुत् पठतु
बुध्	पुं	पठ्	भ्व्	पर	लोट्	प्रथ्	द्वि	बुधौ पठताम्
बुध्	पुं	पठ्	भ्व्	पर	लोट्	प्रथ्	बहु	बुधः पठन्तु
बुध्	पुं	पठ्	भ्व्	पर	लङ्	प्रथ्	एक	भुत् अपठत्
बुध्	पुं	पठ्	भ्व्	पर	लङ्	प्रथ्	द्वि	बुधौ अपठताम्
बुध्	पुं	पठ्	भ्व्	पर	लङ्	प्रथ्	बहु	बुधः अपठन्
बुध्	पुं	पठ्	भ्व्	पर	विधि	प्रथ्	एक	भुत् पठेत्
बुध्	पुं	पठ्	भ्व्	पर	विधि	प्रथ्	द्वि	बुधौ पठेताम्
बुध्	पुं	पठ्	भ्व्	पर	विधि	प्रथ्	बहु	बुधः पठेयुः
बुध्	पुं	पठ्	भ्व्	पर	लृट्	प्रथ्	एक	भुत् पठिष्यति
बुध्	पुं	पठ्	भ्व्	पर	लृट्	प्रथ्	द्वि	बुधौ पठिष्यतः
बुध्	पुं	पठ्	भ्व्	पर	लृट्	प्रथ्	बहु	बुधः पठिष्यन्ति
बुध्	पुं	पठ्	भ्व्	पर	लुट्	प्रथ्	एक	भुत् पठिता
बुध्	पुं	पठ्	भ्व्	पर	लुट्	प्रथ्	द्वि	बुधौ पठितारौ
बुध्	पुं	पठ्	भ्व्	पर	लुट्	प्रथ्	बहु	बुधः पठितारः
बुध्	पुं	पठ्	भ्व्	पर	आशीर्	प्रथ्	एक	भुत् पठ्यात्
बुध्	पुं	पठ्	भ्व्	पर	आशीर्	प्रथ्	द्वि	बुधौ पठ्यास्ताम्
बुध्	पुं	पठ्	भ्व्	पर	आशीर्	प्रथ्	बहु	बुधः पठ्यासुः
बुध्	पुं	पठ्	भ्व्	पर	लृङ्	प्रथ्	एक	भुत् अपठिष्यत्
बुध्	पुं	पठ्	भ्व्	पर	लृङ्	प्रथ्	द्वि	बुधौ अपठिष्यताम्
बुध्	पुं	पठ्	भ्व्	पर	लृङ्	प्रथ्	बहु	बुधः अपठिष्यन्
बुध्	पुं	पठ्	भ्व्	पर	लिट्	प्रथ्	एक	भुत् पपाठ
बुध्	पुं	पठ्	भ्व्	पर	लिट्	प्रथ्	द्वि	बुधौ पेठतुः
बुध्	पुं	पठ्	भ्व्	पर	लिट्	प्रथ्	बहु	बुधः पेठुः
बुध्	पुं	पठ्	भ्व्	पर	लुङ्	प्रथ्	एक	भुत् अपाठीत्
बुध्	पुं	पठ्	भ्व्	पर	लुङ्	प्रथ्	द्वि	बुधौ अपाठिष्टाम्
बुध्	पुं	पठ्	भ्व्	पर	लुङ्	प्रथ्	बहु	बुधः अपाठिषुः
बुध्	पुं	या	अद्	पर	लट्	प्रथ्	एक	भुत् याति
बुध्	पुं	या	अद्	पर	लट्	प्रथ्	द्वि	बुधौ यातः
बुध्	पुं	या	अद्	पर	लट्	प्रथ्	बहु	बुधः यान्ति
बुध्	पुं	या	अद्	पर	लोट्	प्रथ्	एक	भुत् यातु
बुध्	पुं	या	अद्	पर	लोट्	प्रथ्	द्वि	बुधौ याताम्
बुध्	पुं	या	अद्	पर	लोट्	प्रथ्	बहु	बुधः यान्तु
बुध्	पुं	या	अद्	पर	लङ्	प्रथ्	एक	भुत् आयात्
बुध्	पुं	या	अद्	पर	लङ्	प्रथ्	द्वि	बुधौ आयातम्
बुध्	पुं	या	अद्	पर	लङ्	प्रथ्	बहु	बुधः अयुः-अयान्
बुध्	पुं	या	अद्	पर	विधि	प्रथ्	एक	भुत् यायात्
बुध्	पुं	या	अद्	पर	विधि	प्रथ्	द्वि	बुधौ यायातम्
बुध्	पुं	या	अद्	पर	विधि	प्रथ्	बहु	बुधः यायुः
बुध्	पुं	या	अद्	पर	लृट्	प्रथ्	एक	भुत् यास्यति
बुध्	पुं	या	अद्	पर	लृट्	प्रथ्	द्वि	बुधौ यास्यतः
बुध्	पुं	या	अद्	पर	लृट्	प्रथ्	बहु	बुधः यास्यन्ति
बुध्	पुं	या	अद्	पर	लुट्	प्रथ्	एक	भुत् याता
बुध्	पुं	या	अद्	पर	लुट्	प्रथ्	द्वि	बुधौ यातारौ
बुध्	पुं	या	अद्	पर	लुट्	प्रथ्	बहु	बुधः यातारः
बुध्	पुं	या	अद्	पर	आशीर्	प्रथ्	एक	भुत् यायात्
बुध्	पुं	या	अद्	पर	आशीर्	प्रथ्	द्वि	बुधौ यायास्तम्
बुध्	पुं	या	अद्	पर	आशीर्	प्रथ्	बहु	बुधः यायासुः
बुध्	पुं	या	अद्	पर	लृङ्	प्रथ्	एक	भुत् अयास्यत्
बुध्	पुं	या	अद्	पर	लृङ्	प्रथ्	द्वि	बुधौ अयास्यताम्
बुध्	पुं	या	अद्	पर	लृङ्	प्रथ्	बहु	बुधः अयास्यन्
बुध्	पुं	या	अद्	पर	लिट्	प्रथ्	एक	भुत् ययौ
बुध्	पुं	या	अद्	पर	लिट्	प्रथ्	द्वि	बुधौ ययतुः
बुध्	पुं	या	अद्	पर	लिट्	प्रथ्	बहु	बुधः ययुः
बुध्	पुं	या	अद्	पर	लुङ्	प्रथ्	एक	भुत् अयासीत्
बुध्	पुं	या	अद्	पर	लुङ्	प्रथ्	द्वि	बुधौ अयासिष्टाम्
बुध्	पुं	या	अद्	पर	लुङ्	प्रथ्	बहु	बुधः अयासिषुः
बुध्	पुं	हु	जुहोत्य्	पर	लट्	प्रथ्	एक	भुत् जहाति
बुध्	पुं	हु	जुहोत्य्	पर	लट्	प्रथ्	द्वि	बुधौ जहीतः
बुध्	पुं	हु	जुहोत्य्	पर	लट्	प्रथ्	बहु	बुधः जहति
बुध्	पुं	हु	जुहोत्य्	पर	लोट्	प्रथ्	एक	भुत् जहातु
बुध्	पुं	हु	जुहोत्य्	पर	लोट्	प्रथ्	द्वि	बुधौ जहीताम्
बुध्	पुं	हु	जुहोत्य्	पर	लोट्	प्रथ्	बहु	बुधः जहतु
बुध्	पुं	हु	जुहोत्य्	पर	लङ्	प्रथ्	एक	भुत् अजहात्
बुध्	पुं	हु	जुहोत्य्	पर	लङ्	प्रथ्	द्वि	बुधौ अजहीताम्
बुध्	पुं	हु	जुहोत्य्	पर	लङ्	प्रथ्	बहु	बुधः अजहीत
बुध्	पुं	हु	जुहोत्य्	पर	विधि	प्रथ्	एक	भुत् जह्यात्
बुध्	पुं	हु	जुहोत्य्	पर	विधि	प्रथ्	द्वि	बुधौ जह्याताम्
बुध्	पुं	हु	जुहोत्य्	पर	विधि	प्रथ्	बहु	बुधः जह्युः
बुध्	पुं	हु	जुहोत्य्	पर	लृट्	प्रथ्	एक	भुत् हास्यति
बुध्	पुं	हु	जुहोत्य्	पर	लृट्	प्रथ्	द्वि	बुधौ हास्यतः
बुध्	पुं	हु	जुहोत्य्	पर	लृट्	प्रथ्	बहु	बुधः हास्यन्ति
बुध्	पुं	हु	जुहोत्य्	पर	लुट्	प्रथ्	एक	भुत् हाता
बुध्	पुं	हु	जुहोत्य्	पर	लुट्	प्रथ्	द्वि	बुधौ हातारौ
बुध्	पुं	हु	जुहोत्य्	पर	लुट्	प्रथ्	बहु	बुधः हातारः
बुध्	पुं	हु	जुहोत्य्	पर	आशीर्	प्रथ्	एक	भुत् हेयात्
बुध्	पुं	हु	जुहोत्य्	पर	आशीर्	प्रथ्	द्वि	बुधौ हेयास्ताम्
बुध्	पुं	हु	जुहोत्य्	पर	आशीर्	प्रथ्	बहु	बुधः हेयासुः
बुध्	पुं	हु	जुहोत्य्	पर	लृङ्	प्रथ्	एक	भुत् अहास्यत्
बुध्	पुं	हु	जुहोत्य्	पर	लृङ्	प्रथ्	द्वि	बुधौ अहास्यताम्
बुध्	पुं	हु	जुहोत्य्	पर	लृङ्	प्रथ्	बहु	बुधः अहास्यन्
बुध्	पुं	हु	जुहोत्य्	पर	लिट्	प्रथ्	एक	भुत् जहौ
बुध्	पुं	हु	जुहोत्य्	पर	लिट्	प्रथ्	द्वि	बुधौ जहतुः
बुध्	पुं	हु	जुहोत्य्	पर	लिट्	प्रथ्	बहु	बुधः जहुः
बुध्	पुं	हु	जुहोत्य्	पर	लुङ्	प्रथ्	एक	भुत् अहासीत्
बुध्	पुं	हु	जुहोत्य्	पर	लुङ्	प्रथ्	द्वि	बुधौ अहासिष्टम्
बुध्	पुं	हु	जुहोत्य्	पर	लुङ्	प्रथ्	बहु	बुधः अहासिष्ट
बुध्	पुं	क्षिप्	दिव्	पर	लट्	प्रथ्	एक	भुत् क्षिप्यति
बुध्	पुं	क्षिप्	दिव्	पर	लट्	प्रथ्	द्वि	बुधौ क्षिप्यतः
बुध्	पुं	क्षिप्	दिव्	पर	लट्	प्रथ्	बहु	बुधः क्षिप्यन्ति
बुध्	पुं	क्षिप्	दिव्	पर	लोट्	प्रथ्	एक	भुत् क्षिप्यतु
बुध्	पुं	क्षिप्	दिव्	पर	लोट्	प्रथ्	द्वि	बुधौ क्षिप्यताम्
बुध्	पुं	क्षिप्	दिव्	पर	लोट्	प्रथ्	बहु	बुधः क्षिप्यन्तु
बुध्	पुं	क्षिप्	दिव्	पर	लङ्	प्रथ्	एक	भुत् अक्षिप्यत्
बुध्	पुं	क्षिप्	दिव्	पर	लङ्	प्रथ्	द्वि	बुधौ अक्षिप्यताम्
बुध्	पुं	क्षिप्	दिव्	पर	लङ्	प्रथ्	बहु	बुधः अक्षिप्यन्
बुध्	पुं	क्षिप्	दिव्	पर	विधि	प्रथ्	एक	भुत् क्षिप्येत्
बुध्	पुं	क्षिप्	दिव्	पर	विधि	प्रथ्	द्वि	बुधौ क्षिप्येताम्
बुध्	पुं	क्षिप्	दिव्	पर	विधि	प्रथ्	बहु	बुधः क्षिप्येयुः
बुध्	पुं	क्षिप्	दिव्	पर	लृट्	प्रथ्	एक	भुत् क्षेप्स्यति
बुध्	पुं	क्षिप्	दिव्	पर	लृट्	प्रथ्	द्वि	बुधौ क्षेप्स्यतः
बुध्	पुं	क्षिप्	दिव्	पर	लृट्	प्रथ्	बहु	बुधः क्षेप्स्यन्ति
बुध्	पुं	क्षिप्	दिव्	पर	लुट्	प्रथ्	एक	भुत् क्षेप्ता
बुध्	पुं	क्षिप्	दिव्	पर	लुट्	प्रथ्	द्वि	बुधौ क्षेप्तारौ
बुध्	पुं	क्षिप्	दिव्	पर	लुट्	प्रथ्	बहु	बुधः क्षेप्तारः
बुध्	पुं	क्षिप्	दिव्	पर	आशीर्	प्रथ्	एक	भुत् क्षिप्यात्
बुध्	पुं	क्षिप्	दिव्	पर	आशीर्	प्रथ्	द्वि	बुधौ क्षिप्यास्ताम्
बुध्	पुं	क्षिप्	दिव्	पर	आशीर्	प्रथ्	बहु	बुधः क्षिप्यासुः
बुध्	पुं	क्षिप्	दिव्	पर	लृङ्	प्रथ्	एक	भुत् अक्षेप्स्यत्
बुध्	पुं	क्षिप्	दिव्	पर	लृङ्	प्रथ्	द्वि	बुधौ अक्षेप्स्यताम्
बुध्	पुं	क्षिप्	दिव्	पर	लृङ्	प्रथ्	बहु	बुधः अक्षेप्स्यन्
बुध्	पुं	क्षिप्	दिव्	पर	लिट्	प्रथ्	एक	भुत् चिक्षेप
बुध्	पुं	क्षिप्	दिव्	पर	लिट्	प्रथ्	द्वि	बुधौ चिक्षिपतुः
बुध्	पुं	क्षिप्	दिव्	पर	लिट्	प्रथ्	बहु	बुधः चिक्षिपुः
बुध्	पुं	क्षिप्	दिव्	पर	लुङ्	प्रथ्	एक	भुत् अक्षिपत्
बुध्	पुं	क्षिप्	दिव्	पर	लुङ्	प्रथ्	द्वि	बुधौ अक्षिपताम्
बुध्	पुं	क्षिप्	दिव्	पर	लुङ्	प्रथ्	बहु	बुधः अक्षिपन्
बुध्	पुं	आप्	स्व्	पर	लट्	प्रथ्	एक	भुत् आप्नोति
बुध्	पुं	आप्	स्व्	पर	लट्	प्रथ्	द्वि	बुधौ आप्नुतः
बुध्	पुं	आप्	स्व्	पर	लट्	प्रथ्	बहु	बुधः आप्नुवन्ति
बुध्	पुं	आप्	स्व्	पर	लोट्	प्रथ्	एक	भुत् आप्नोतु
बुध्	पुं	आप्	स्व्	पर	लोट्	प्रथ्	द्वि	बुधौ आप्नुतः
बुध्	पुं	आप्	स्व्	पर	लोट्	प्रथ्	बहु	बुधः आप्नुवन्तु
बुध्	पुं	आप्	स्व्	पर	लङ्	प्रथ्	एक	भुत् आप्नोत्
बुध्	पुं	आप्	स्व्	पर	लङ्	प्रथ्	द्वि	बुधौ आप्नुताम्
बुध्	पुं	आप्	स्व्	पर	लङ्	प्रथ्	बहु	बुधः आप्नुवन्
बुध्	पुं	आप्	स्व्	पर	विधि	प्रथ्	एक	भुत् आप्नुयात्
बुध्	पुं	आप्	स्व्	पर	विधि	प्रथ्	द्वि	बुधौ आप्नुयाताम्
बुध्	पुं	आप्	स्व्	पर	विधि	प्रथ्	बहु	बुधः आप्नुयुः
बुध्	पुं	आप्	स्व्	पर	लृट्	प्रथ्	एक	भुत् आप्स्यति
बुध्	पुं	आप्	स्व्	पर	लृट्	प्रथ्	द्वि	बुधौ आप्स्यतः
बुध्	पुं	आप्	स्व्	पर	लृट्	प्रथ्	बहु	बुधः आप्स्यन्ति
बुध्	पुं	आप्	स्व्	पर	लुट्	प्रथ्	एक	भुत् आप्ता
बुध्	पुं	आप्	स्व्	पर	लुट्	प्रथ्	द्वि	बुधौ आप्तारौ
बुध्	पुं	आप्	स्व्	पर	लुट्	प्रथ्	बहु	बुधः आप्तारः
बुध्	पुं	आप्	स्व्	पर	आशीर्	प्रथ्	एक	भुत् आप्यात्
बुध्	पुं	आप्	स्व्	पर	आशीर्	प्रथ्	द्वि	बुधौ आप्यास्ताम्
बुध्	पुं	आप्	स्व्	पर	आशीर्	प्रथ्	बहु	बुधः आप्यासुः
बुध्	पुं	आप्	स्व्	पर	लृङ्	प्रथ्	एक	भुत् आप्स्यत्
बुध्	पुं	आप्	स्व्	पर	लृङ्	प्रथ्	द्वि	बुधौ आप्स्यताम्
बुध्	पुं	आप्	स्व्	पर	लृङ्	प्रथ्	बहु	बुधः आप्स्यन्
बुध्	पुं	आप्	स्व्	पर	लिट्	प्रथ्	एक	भुत् आप
बुध्	पुं	आप्	स्व्	पर	लिट्	प्रथ्	द्वि	बुधौ आपतुः
बुध्	पुं	आप्	स्व्	पर	लिट्	प्रथ्	बहु	बुधः आपुः
बुध्	पुं	आप्	स्व्	पर	लुङ्	प्रथ्	एक	भुत् आपत्
बुध्	पुं	आप्	स्व्	पर	लुङ्	प्रथ्	द्वि	बुधौ आपताम्
बुध्	पुं	आप्	स्व्	पर	लुङ्	प्रथ्	बहु	बुधः आपन्
बुध्	पुं	लिख्	तुद्	पर	लट्	प्रथ्	एक	भुत् लिखति
बुध्	पुं	लिख्	तुद्	पर	लट्	प्रथ्	द्वि	बुधौ लिखतः
बुध्	पुं	लिख्	तुद्	पर	लट्	प्रथ्	बहु	बुधः लिखन्ति
बुध्	पुं	लिख्	तुद्	पर	लोट्	प्रथ्	एक	भुत् लिखतु
बुध्	पुं	लिख्	तुद्	पर	लोट्	प्रथ्	द्वि	बुधौ लिखताम्
बुध्	पुं	लिख्	तुद्	पर	लोट्	प्रथ्	बहु	बुधः लिखन्तु
बुध्	पुं	लिख्	तुद्	पर	लङ्	प्रथ्	एक	भुत् अलिखत्
बुध्	पुं	लिख्	तुद्	पर	लङ्	प्रथ्	द्वि	बुधौ अलिखताम्
बुध्	पुं	लिख्	तुद्	पर	लङ्	प्रथ्	बहु	बुधः अलिखन्
बुध्	पुं	लिख्	तुद्	पर	विधि	प्रथ्	एक	भुत् लिखेत्
बुध्	पुं	लिख्	तुद्	पर	विधि	प्रथ्	द्वि	बुधौ लिखेताम्
बुध्	पुं	लिख्	तुद्	पर	विधि	प्रथ्	बहु	बुधः लिखेयुः
बुध्	पुं	लिख्	तुद्	पर	लृट्	प्रथ्	एक	भुत् लेखिष्यति
बुध्	पुं	लिख्	तुद्	पर	लृट्	प्रथ्	द्वि	बुधौ लेखिष्यतः
बुध्	पुं	लिख्	तुद्	पर	लृट्	प्रथ्	बहु	बुधः लेखिष्यन्ति
बुध्	पुं	लिख्	तुद्	पर	लुट्	प्रथ्	एक	भुत् लेखिता
बुध्	पुं	लिख्	तुद्	पर	लुट्	प्रथ्	द्वि	बुधौ लेखितारौ
बुध्	पुं	लिख्	तुद्	पर	लुट्	प्रथ्	बहु	बुधः लेखितारः
बुध्	पुं	लिख्	तुद्	पर	आशीर्	प्रथ्	एक	भुत् लिख्यात्
बुध्	पुं	लिख्	तुद्	पर	आशीर्	प्रथ्	द्वि	बुधौ लिख्यास्ताम्
बुध्	पुं	लिख्	तुद्	पर	आशीर्	प्रथ्	बहु	बुधः लिख्यासुः
बुध्	पुं	लिख्	तुद्	पर	लृङ्	प्रथ्	एक	भुत् अलेखिष्यत्
बुध्	पुं	लिख्	तुद्	पर	लृङ्	प्रथ्	द्वि	बुधौ अलेखिष्यताम्
बुध्	पुं	लिख्	तुद्	पर	लृङ्	प्रथ्	बहु	बुधः अलेखिष्यन्
बुध्	पुं	लिख्	तुद्	पर	लिट्	प्रथ्	एक	भुत् लिलेख
बुध्	पुं	लिख्	तुद्	पर	लिट्	प्रथ्	द्वि	बुधौ लिलेखतुः
बुध्	पुं	लिख्	तुद्	पर	लिट्	प्रथ्	बहु	बुधः लिलिखुः
बुध्	पुं	लिख्	तुद्	पर	लुङ्	प्रथ्	एक	भुत् अलेखीत्
बुध्	पुं	लिख्	तुद्	पर	लुङ्	प्रथ्	द्वि	बुधौ अलेखिष्टाम्
बुध्	पुं	लिख्	तुद्	पर	लुङ्	प्रथ्	बहु	बुधः अलेखिषुः
बुध्	पुं	युज्	रुध्	पर	लट्	प्रथ्	एक	भुत् युनक्ति
बुध्	पुं	युज्	रुध्	पर	लट्	प्रथ्	द्वि	बुधौ युङ्क्तः
बुध्	पुं	युज्	रुध्	पर	लट्	प्रथ्	बहु	बुधः युञ्जन्ति
बुध्	पुं	युज्	रुध्	पर	लोट्	प्रथ्	एक	भुत् युनक्तु
बुध्	पुं	युज्	रुध्	पर	लोट्	प्रथ्	द्वि	बुधौ युङ्क्ताम्
बुध्	पुं	युज्	रुध्	पर	लोट्	प्रथ्	बहु	बुधः युञ्जन्तु
बुध्	पुं	युज्	रुध्	पर	लङ्	प्रथ्	एक	भुत् अयुनक्
बुध्	पुं	युज्	रुध्	पर	लङ्	प्रथ्	द्वि	बुधौ अयुङ्क्ताम्
बुध्	पुं	युज्	रुध्	पर	लङ्	प्रथ्	बहु	बुधः अयुञ्जन्
बुध्	पुं	युज्	रुध्	पर	विधि	प्रथ्	एक	भुत् युञ्ज्यात्
बुध्	पुं	युज्	रुध्	पर	विधि	प्रथ्	द्वि	बुधौ युञ्ज्याताम्
बुध्	पुं	युज्	रुध्	पर	विधि	प्रथ्	बहु	बुधः युञ्ज्युः
बुध्	पुं	युज्	रुध्	पर	लृट्	प्रथ्	एक	भुत् योक्ष्यति
बुध्	पुं	युज्	रुध्	पर	लृट्	प्रथ्	द्वि	बुधौ योक्ष्यतः
बुध्	पुं	युज्	रुध्	पर	लृट्	प्रथ्	बहु	बुधः योक्ष्यन्ति
बुध्	पुं	युज्	रुध्	पर	लुट्	प्रथ्	एक	भुत् योक्ता
बुध्	पुं	युज्	रुध्	पर	लुट्	प्रथ्	द्वि	बुधौ योक्तारौ
बुध्	पुं	युज्	रुध्	पर	लुट्	प्रथ्	बहु	बुधः योक्तारः
बुध्	पुं	युज्	रुध्	पर	आशीर्	प्रथ्	एक	भुत् युज्यात्
बुध्	पुं	युज्	रुध्	पर	आशीर्	प्रथ्	द्वि	बुधौ युज्यास्ताम्
बुध्	पुं	युज्	रुध्	पर	आशीर्	प्रथ्	बहु	बुधः युज्यासुः
बुध्	पुं	युज्	रुध्	पर	लृङ्	प्रथ्	एक	भुत् अयोक्ष्यत्
बुध्	पुं	युज्	रुध्	पर	लृङ्	प्रथ्	द्वि	बुधौ अयोक्ष्यताम्
बुध्	पुं	युज्	रुध्	पर	लृङ्	प्रथ्	बहु	बुधः अयोक्ष्यन्
बुध्	पुं	युज्	रुध्	पर	लिट्	प्रथ्	एक	भुत् युयोज
बुध्	पुं	युज्	रुध्	पर	लिट्	प्रथ्	द्वि	बुधौ युयुजतुः
बुध्	पुं	युज्	रुध्	पर	लिट्	प्रथ्	बहु	बुधः युयुजुः
बुध्	पुं	युज्	रुध्	पर	लुङ्	प्रथ्	एक	भुत् अयौक्षीत्
बुध्	पुं	युज्	रुध्	पर	लुङ्	प्रथ्	द्वि	बुधौ अयौक्ताम्
बुध्	पुं	युज्	रुध्	पर	लुङ्	प्रथ्	बहु	बुधः अयौक्षुः
बुध्	पुं	कृ	तन्	पर	लट्	प्रथ्	एक	भुत् करोति
बुध्	पुं	कृ	तन्	पर	लट्	प्रथ्	द्वि	बुधौ कुरुतः
बुध्	पुं	कृ	तन्	पर	लट्	प्रथ्	बहु	बुधः कुर्वन्ति
बुध्	पुं	कृ	तन्	पर	लोट्	प्रथ्	एक	भुत् करोतु
बुध्	पुं	कृ	तन्	पर	लोट्	प्रथ्	द्वि	बुधौ कुरुतः
बुध्	पुं	कृ	तन्	पर	लोट्	प्रथ्	बहु	बुधः कुर्वन्तु
बुध्	पुं	कृ	तन्	पर	लङ्	प्रथ्	एक	भुत् अकरोत्
बुध्	पुं	कृ	तन्	पर	लङ्	प्रथ्	द्वि	बुधौ अकुरुताम्
बुध्	पुं	कृ	तन्	पर	लङ्	प्रथ्	बहु	बुधः अकुर्वन्
